"Input","SYMBOL","Species"
"SFN-Macaca mulatta","SFN","Macaca mulatta"
"SFPQ-Macaca mulatta","SFPQ","Macaca mulatta"
"SGPL1-Macaca mulatta","SGPL1","Macaca mulatta"
"SH3BGRL2-Macaca mulatta","SH3BGRL2","Macaca mulatta"
"SH3GL2-Macaca mulatta","SH3GL2","Macaca mulatta"
"SH3GLB2-Macaca mulatta","SH3GLB2","Macaca mulatta"
"SH3KBP1-Macaca mulatta","SH3KBP1","Macaca mulatta"
"SHANK1-Macaca mulatta","SHANK1","Macaca mulatta"
"SHANK2-Macaca mulatta","SHANK2","Macaca mulatta"
"SHANK3-Macaca mulatta","SHANK3","Macaca mulatta"
"SHISA7-Macaca mulatta","SHISA7","Macaca mulatta"
"SHISA9-Macaca mulatta","SHISA9","Macaca mulatta"
"SHOC2-Macaca mulatta","SHOC2","Macaca mulatta"
"SIK3-Macaca mulatta","SIK3","Macaca mulatta"
"SIPA1L1-Macaca mulatta","SIPA1L1","Macaca mulatta"
"SIRPA-Macaca mulatta","SIRPA","Macaca mulatta"
"SIRT2-Macaca mulatta","SIRT2","Macaca mulatta"
"SLC12A2-Macaca mulatta","SLC12A2","Macaca mulatta"
"SLC12A5-Macaca mulatta","SLC12A5","Macaca mulatta"
"SLC16A1-Macaca mulatta","SLC16A1","Macaca mulatta"
"SLC16A7-Macaca mulatta","SLC16A7","Macaca mulatta"
"SLC17A7-Macaca mulatta","SLC17A7","Macaca mulatta"
"SLC1A2-Macaca mulatta","SLC1A2","Macaca mulatta"
"SLC1A3-Macaca mulatta","SLC1A3","Macaca mulatta"
"SLC20A2-Macaca mulatta","SLC20A2","Macaca mulatta"
"SLC27A3-Macaca mulatta","SLC27A3","Macaca mulatta"
"SLC27A4-Macaca mulatta","SLC27A4","Macaca mulatta"
"SLC29A1-Macaca mulatta","SLC29A1","Macaca mulatta"
"SLC2A1-Macaca mulatta","SLC2A1","Macaca mulatta"
"SLC30A5-Macaca mulatta","SLC30A5","Macaca mulatta"
"SLC30A6-Macaca mulatta","SLC30A6","Macaca mulatta"
"SLC30A7-Macaca mulatta","SLC30A7","Macaca mulatta"
"SLC32A1-Macaca mulatta","SLC32A1","Macaca mulatta"
"SLC35B2-Macaca mulatta","SLC35B2","Macaca mulatta"
"SLC35E1-Macaca mulatta","SLC35E1","Macaca mulatta"
"SLC39A10-Macaca mulatta","SLC39A10","Macaca mulatta"
"SLC39A6-Macaca mulatta","SLC39A6","Macaca mulatta"
"SLC3A2-Macaca mulatta","SLC3A2","Macaca mulatta"
"SLC4A1-Macaca mulatta","SLC4A1","Macaca mulatta"
"SLC4A10-Macaca mulatta","SLC4A10","Macaca mulatta"
"SLC4A4-Macaca mulatta","SLC4A4","Macaca mulatta"
"SLC6A1-Macaca mulatta","SLC6A1","Macaca mulatta"
"SLC6A11-Macaca mulatta","SLC6A11","Macaca mulatta"
"SLC8A1-Macaca mulatta","SLC8A1","Macaca mulatta"
"SLC8A2-Macaca mulatta","SLC8A2","Macaca mulatta"
"SLC8A3-Macaca mulatta","SLC8A3","Macaca mulatta"
"SLIT1-Macaca mulatta","SLIT1","Macaca mulatta"
"SLITRK5-Macaca mulatta","SLITRK5","Macaca mulatta"
"SLMAP-Macaca mulatta","SLMAP","Macaca mulatta"
"SLTM-Macaca mulatta","SLTM","Macaca mulatta"
"SMARCC2-Macaca mulatta","SMARCC2","Macaca mulatta"
"SMC3-Macaca mulatta","SMC3","Macaca mulatta"
"SMPD3-Macaca mulatta","SMPD3","Macaca mulatta"
"SMYD3-Macaca mulatta","SMYD3","Macaca mulatta"
"SNAP25-Macaca mulatta","SNAP25","Macaca mulatta"
"SNAP91-Macaca mulatta","SNAP91","Macaca mulatta"
"SNPH-Macaca mulatta","SNPH","Macaca mulatta"
"SNTB1-Macaca mulatta","SNTB1","Macaca mulatta"
"SNTB2-Macaca mulatta","SNTB2","Macaca mulatta"
"SNX27-Macaca mulatta","SNX27","Macaca mulatta"
"SNX3-Macaca mulatta","SNX3","Macaca mulatta"
"SOGA3-Macaca mulatta","SOGA3","Macaca mulatta"
"SORBS1-Macaca mulatta","SORBS1","Macaca mulatta"
"SORBS2-Macaca mulatta","SORBS2","Macaca mulatta"
"SPAST-Macaca mulatta","SPAST","Macaca mulatta"
"SPATA2-Macaca mulatta","SPATA2","Macaca mulatta"
"SPATA2L-Macaca mulatta","SPATA2L","Macaca mulatta"
"SPCS2-Macaca mulatta","SPCS2","Macaca mulatta"
"SPECC1-Macaca mulatta","SPECC1","Macaca mulatta"
"SPINK5-Macaca mulatta","SPINK5","Macaca mulatta"
"SPTA1-Macaca mulatta","SPTA1","Macaca mulatta"
"SPTAN1-Macaca mulatta","SPTAN1","Macaca mulatta"
"SPTB-Macaca mulatta","SPTB","Macaca mulatta"
"SPTBN1-Macaca mulatta","SPTBN1","Macaca mulatta"
"SPTBN2-Macaca mulatta","SPTBN2","Macaca mulatta"
"SPTBN4-Macaca mulatta","SPTBN4","Macaca mulatta"
"SPTLC1-Macaca mulatta","SPTLC1","Macaca mulatta"
"SRC-Macaca mulatta","SRC","Macaca mulatta"
"SRCIN1-Macaca mulatta","SRCIN1","Macaca mulatta"
"SRGAP1-Macaca mulatta","SRGAP1","Macaca mulatta"
"SRGAP2-Macaca mulatta","SRGAP2","Macaca mulatta"
"SRGAP3-Macaca mulatta","SRGAP3","Macaca mulatta"
"SRPRA-Macaca mulatta","SRPRA","Macaca mulatta"
"SRPRB-Macaca mulatta","SRPRB","Macaca mulatta"
"SSR1-Macaca mulatta","SSR1","Macaca mulatta"
"SSR3-Macaca mulatta","SSR3","Macaca mulatta"
"SSR4-Macaca mulatta","SSR4","Macaca mulatta"
"STIM1-Macaca mulatta","STIM1","Macaca mulatta"
"STK39-Macaca mulatta","STK39","Macaca mulatta"
"STMN2-Macaca mulatta","STMN2","Macaca mulatta"
"STRAP-Macaca mulatta","STRAP","Macaca mulatta"
"STRN-Macaca mulatta","STRN","Macaca mulatta"
"STRN3-Macaca mulatta","STRN3","Macaca mulatta"
"STRN4-Macaca mulatta","STRN4","Macaca mulatta"
"STT3A-Macaca mulatta","STT3A","Macaca mulatta"
"STT3B-Macaca mulatta","STT3B","Macaca mulatta"
"STUM-Macaca mulatta","STUM","Macaca mulatta"
"STX1A-Macaca mulatta","STX1A","Macaca mulatta"
"STX1B-Macaca mulatta","STX1B","Macaca mulatta"
"STX5-Macaca mulatta","STX5","Macaca mulatta"
"STX7-Macaca mulatta","STX7","Macaca mulatta"
"STXBP1-Macaca mulatta","STXBP1","Macaca mulatta"
"STXBP5-Macaca mulatta","STXBP5","Macaca mulatta"
"STXBP5L-Macaca mulatta","STXBP5L","Macaca mulatta"
"STXBP6-Macaca mulatta","STXBP6","Macaca mulatta"
"SUN2-Macaca mulatta","SUN2","Macaca mulatta"
"SV2A-Macaca mulatta","SV2A","Macaca mulatta"
"SYBU-Macaca mulatta","SYBU","Macaca mulatta"
"SYN1-Macaca mulatta","SYN1","Macaca mulatta"
"SYN2-Macaca mulatta","SYN2","Macaca mulatta"
"SYN3-Macaca mulatta","SYN3","Macaca mulatta"
"SYNCRIP-Macaca mulatta","SYNCRIP","Macaca mulatta"
"SYNE1-Macaca mulatta","SYNE1","Macaca mulatta"
"SYNGAP1-Macaca mulatta","SYNGAP1","Macaca mulatta"
"SYNGR1-Macaca mulatta","SYNGR1","Macaca mulatta"
"SYNGR3-Macaca mulatta","SYNGR3","Macaca mulatta"
"SYNJ1-Macaca mulatta","SYNJ1","Macaca mulatta"
"SYNPO-Macaca mulatta","SYNPO","Macaca mulatta"
"SYP-Macaca mulatta","SYP","Macaca mulatta"
"SYT1-Macaca mulatta","SYT1","Macaca mulatta"
"SYT11-Macaca mulatta","SYT11","Macaca mulatta"
"SYT12-Macaca mulatta","SYT12","Macaca mulatta"
"SYT2-Macaca mulatta","SYT2","Macaca mulatta"
"SYT5-Macaca mulatta","SYT5","Macaca mulatta"
"SYT7-Macaca mulatta","SYT7","Macaca mulatta"
"TAGLN2-Macaca mulatta","TAGLN2","Macaca mulatta"
"TAGLN3-Macaca mulatta","TAGLN3","Macaca mulatta"
"TAMALIN-Macaca mulatta","TAMALIN","Macaca mulatta"
"TANC2-Macaca mulatta","TANC2","Macaca mulatta"
"TAOK1-Macaca mulatta","TAOK1","Macaca mulatta"
"TAPT1-Macaca mulatta","TAPT1","Macaca mulatta"
"TARDBP-Macaca mulatta","TARDBP","Macaca mulatta"
"TBC1D17-Macaca mulatta","TBC1D17","Macaca mulatta"
"TBC1D24-Macaca mulatta","TBC1D24","Macaca mulatta"
"TBCB-Macaca mulatta","TBCB","Macaca mulatta"
"TBCD-Macaca mulatta","TBCD","Macaca mulatta"
"TBR1-Macaca mulatta","TBR1","Macaca mulatta"
"TCP1-Macaca mulatta","TCP1","Macaca mulatta"
"TCP11L1-Macaca mulatta","TCP11L1","Macaca mulatta"
"TECR-Macaca mulatta","TECR","Macaca mulatta"
"TENM1-Macaca mulatta","TENM1","Macaca mulatta"
"TENM2-Macaca mulatta","TENM2","Macaca mulatta"
"TENM4-Macaca mulatta","TENM4","Macaca mulatta"
"THY1-Macaca mulatta","THY1","Macaca mulatta"
"TJP1-Macaca mulatta","TJP1","Macaca mulatta"
"TJP2-Macaca mulatta","TJP2","Macaca mulatta"
"TLN2-Macaca mulatta","TLN2","Macaca mulatta"
"TLR9-Macaca mulatta","TLR9","Macaca mulatta"
"TM7SF2-Macaca mulatta","TM7SF2","Macaca mulatta"
"TM9SF3-Macaca mulatta","TM9SF3","Macaca mulatta"
"TM9SF4-Macaca mulatta","TM9SF4","Macaca mulatta"
"TMED10-Macaca mulatta","TMED10","Macaca mulatta"
"TMED2-Macaca mulatta","TMED2","Macaca mulatta"
"TMED9-Macaca mulatta","TMED9","Macaca mulatta"
"TMEFF1-Macaca mulatta","TMEFF1","Macaca mulatta"
"TMEM121B-Macaca mulatta","TMEM121B","Macaca mulatta"
"TMEM132A-Macaca mulatta","TMEM132A","Macaca mulatta"
"TMEM132B-Macaca mulatta","TMEM132B","Macaca mulatta"
"TMEM160-Macaca mulatta","TMEM160","Macaca mulatta"
"TMEM245-Macaca mulatta","TMEM245","Macaca mulatta"
"TMEM30A-Macaca mulatta","TMEM30A","Macaca mulatta"
"TMEM33-Macaca mulatta","TMEM33","Macaca mulatta"
"TMEM35A-Macaca mulatta","TMEM35A","Macaca mulatta"
"TMEM47-Macaca mulatta","TMEM47","Macaca mulatta"
"TMOD1-Macaca mulatta","TMOD1","Macaca mulatta"
"TMOD2-Macaca mulatta","TMOD2","Macaca mulatta"
"TMPO-Macaca mulatta","TMPO","Macaca mulatta"
"TMX4-Macaca mulatta","TMX4","Macaca mulatta"
"TNC-Macaca mulatta","TNC","Macaca mulatta"
"TNIK-Macaca mulatta","TNIK","Macaca mulatta"
"TNPO1-Macaca mulatta","TNPO1","Macaca mulatta"
"TNR-Macaca mulatta","TNR","Macaca mulatta"
"TOMM20-Macaca mulatta","TOMM20","Macaca mulatta"
"TOP2B-Macaca mulatta","TOP2B","Macaca mulatta"
"TOPORS-Macaca mulatta","TOPORS","Macaca mulatta"
"TP53BP1-Macaca mulatta","TP53BP1","Macaca mulatta"
"TP53I11-Macaca mulatta","TP53I11","Macaca mulatta"
"TPD52-Macaca mulatta","TPD52","Macaca mulatta"
"TPD52L1-Macaca mulatta","TPD52L1","Macaca mulatta"
"TPD52L2-Macaca mulatta","TPD52L2","Macaca mulatta"
"TPI1-Macaca mulatta","TPI1","Macaca mulatta"
"TPM3-Macaca mulatta","TPM3","Macaca mulatta"
"TPPP-Macaca mulatta","TPPP","Macaca mulatta"
"TRIM28-Macaca mulatta","TRIM28","Macaca mulatta"
"TRIM3-Macaca mulatta","TRIM3","Macaca mulatta"
"TRIM32-Macaca mulatta","TRIM32","Macaca mulatta"
"TRIM46-Macaca mulatta","TRIM46","Macaca mulatta"
"TRIM67-Macaca mulatta","TRIM67","Macaca mulatta"
"TRIO-Macaca mulatta","TRIO","Macaca mulatta"
"TRIOBP-Macaca mulatta","TRIOBP","Macaca mulatta"
"TSC1-Macaca mulatta","TSC1","Macaca mulatta"
"TSG101-Macaca mulatta","TSG101","Macaca mulatta"
"TTC7B-Macaca mulatta","TTC7B","Macaca mulatta"
"TTC9B-Macaca mulatta","TTC9B","Macaca mulatta"
"TTN-Macaca mulatta","TTN","Macaca mulatta"
"TTYH1-Macaca mulatta","TTYH1","Macaca mulatta"
"TTYH3-Macaca mulatta","TTYH3","Macaca mulatta"
"TUBA1A-Macaca mulatta","TUBA1A","Macaca mulatta"
"TUBA4A-Macaca mulatta","TUBA4A","Macaca mulatta"
"TUBB-Macaca mulatta","TUBB","Macaca mulatta"
"TUBB2B-Macaca mulatta","TUBB2B","Macaca mulatta"
"TUBB4A-Macaca mulatta","TUBB4A","Macaca mulatta"
"UBA1-Macaca mulatta","UBA1","Macaca mulatta"
"UBA52-Macaca mulatta","UBA52","Macaca mulatta"
"UBE2D1-Macaca mulatta","UBE2D1","Macaca mulatta"
"UBE2N-Macaca mulatta","UBE2N","Macaca mulatta"
"UBQLN2-Macaca mulatta","UBQLN2","Macaca mulatta"
"UBR3-Macaca mulatta","UBR3","Macaca mulatta"
"UBTF-Macaca mulatta","UBTF","Macaca mulatta"
"UBXN6-Macaca mulatta","UBXN6","Macaca mulatta"
"UCHL1-Macaca mulatta","UCHL1","Macaca mulatta"
"UNC13A-Macaca mulatta","UNC13A","Macaca mulatta"
"UNC13C-Macaca mulatta","UNC13C","Macaca mulatta"
"UNC5A-Macaca mulatta","UNC5A","Macaca mulatta"
"USO1-Macaca mulatta","USO1","Macaca mulatta"
"USP31-Macaca mulatta","USP31","Macaca mulatta"
"USP5-Macaca mulatta","USP5","Macaca mulatta"
"USP9X-Macaca mulatta","USP9X","Macaca mulatta"
"VAMP2-Macaca mulatta","VAMP2","Macaca mulatta"
"VANGL2-Macaca mulatta","VANGL2","Macaca mulatta"
"VAPA-Macaca mulatta","VAPA","Macaca mulatta"
"VAPB-Macaca mulatta","VAPB","Macaca mulatta"
"VAT1-Macaca mulatta","VAT1","Macaca mulatta"
"VCAN-Macaca mulatta","VCAN","Macaca mulatta"
"VCL-Macaca mulatta","VCL","Macaca mulatta"
"VCPIP1-Macaca mulatta","VCPIP1","Macaca mulatta"
"VDAC1-Macaca mulatta","VDAC1","Macaca mulatta"
"VGF-Macaca mulatta","VGF","Macaca mulatta"
"VIM-Macaca mulatta","VIM","Macaca mulatta"
"VPS13A-Macaca mulatta","VPS13A","Macaca mulatta"
"VPS45-Macaca mulatta","VPS45","Macaca mulatta"
"VPS4B-Macaca mulatta","VPS4B","Macaca mulatta"
"VSNL1-Macaca mulatta","VSNL1","Macaca mulatta"
"VTA1-Macaca mulatta","VTA1","Macaca mulatta"
"VTI1B-Macaca mulatta","VTI1B","Macaca mulatta"
"WASF1-Macaca mulatta","WASF1","Macaca mulatta"
"WASF3-Macaca mulatta","WASF3","Macaca mulatta"
"WDR1-Macaca mulatta","WDR1","Macaca mulatta"
"WDR11-Macaca mulatta","WDR11","Macaca mulatta"
"WDR37-Macaca mulatta","WDR37","Macaca mulatta"
"WDR47-Macaca mulatta","WDR47","Macaca mulatta"
"WDR7-Macaca mulatta","WDR7","Macaca mulatta"
"WDR82-Macaca mulatta","WDR82","Macaca mulatta"
"WFS1-Macaca mulatta","WFS1","Macaca mulatta"
"WNK2-Macaca mulatta","WNK2","Macaca mulatta"
"XKR4-Macaca mulatta","XKR4","Macaca mulatta"
"XPR1-Macaca mulatta","XPR1","Macaca mulatta"
"XRCC1-Macaca mulatta","XRCC1","Macaca mulatta"
"XRCC5-Macaca mulatta","XRCC5","Macaca mulatta"
"XRCC6-Macaca mulatta","XRCC6","Macaca mulatta"
"YBX1-Macaca mulatta","YBX1","Macaca mulatta"
"YKT6-Macaca mulatta","YKT6","Macaca mulatta"
"YTHDF1-Macaca mulatta","YTHDF1","Macaca mulatta"
"YWHAB-Macaca mulatta","YWHAB","Macaca mulatta"
"YWHAE-Macaca mulatta","YWHAE","Macaca mulatta"
"YWHAG-Macaca mulatta","YWHAG","Macaca mulatta"
"YWHAQ-Macaca mulatta","YWHAQ","Macaca mulatta"
"YWHAZ-Macaca mulatta","YWHAZ","Macaca mulatta"
"ZC2HC1A-Macaca mulatta","ZC2HC1A","Macaca mulatta"
"ZDHHC17-Macaca mulatta","ZDHHC17","Macaca mulatta"
"ZDHHC8-Macaca mulatta","ZDHHC8","Macaca mulatta"
"ZFPL1-Macaca mulatta","ZFPL1","Macaca mulatta"
"ZNF365-Macaca mulatta","ZNF365","Macaca mulatta"
