"Input","SYMBOL","Species"
"Tuba1b-Mus musculus","Tuba1b","Mus musculus"
"Tuba4a-Mus musculus","Tuba4a","Mus musculus"
"Tubal3-Mus musculus","Tubal3","Mus musculus"
"Tubb2a-Mus musculus","Tubb2a","Mus musculus"
"Tubb2b-Mus musculus","Tubb2b","Mus musculus"
"Tubb4a-Mus musculus","Tubb4a","Mus musculus"
"Tubb4b-Mus musculus","Tubb4b","Mus musculus"
"Tubb5-Mus musculus","Tubb5","Mus musculus"
"Tubgcp3-Mus musculus","Tubgcp3","Mus musculus"
"Tusc3-Mus musculus","Tusc3","Mus musculus"
"Twf2-Mus musculus","Twf2","Mus musculus"
"Uba1-Mus musculus","Uba1","Mus musculus"
"Ubc-Mus musculus","Ubc","Mus musculus"
"Ube2n-Mus musculus","Ube2n","Mus musculus"
"Ube2v1-Mus musculus","Ube2v1","Mus musculus"
"Ubr4-Mus musculus","Ubr4","Mus musculus"
"Ubxn4-Mus musculus","Ubxn4","Mus musculus"
"Ufl1-Mus musculus","Ufl1","Mus musculus"
"Ufsp2-Mus musculus","Ufsp2","Mus musculus"
"Ugt8a-Mus musculus","Ugt8a","Mus musculus"
"Unc13a-Mus musculus","Unc13a","Mus musculus"
"Unc5a-Mus musculus","Unc5a","Mus musculus"
"Upf1-Mus musculus","Upf1","Mus musculus"
"Uso1-Mus musculus","Uso1","Mus musculus"
"Usp30-Mus musculus","Usp30","Mus musculus"
"Usp5-Mus musculus","Usp5","Mus musculus"
"Usp9x-Mus musculus","Usp9x","Mus musculus"
"Utrn-Mus musculus","Utrn","Mus musculus"
"Vac14-Mus musculus","Vac14","Mus musculus"
"Vamp2-Mus musculus","Vamp2","Mus musculus"
"Vangl2-Mus musculus","Vangl2","Mus musculus"
"Vapa-Mus musculus","Vapa","Mus musculus"
"Vapb-Mus musculus","Vapb","Mus musculus"
"Vars-Mus musculus","Vars","Mus musculus"
"Vat1-Mus musculus","Vat1","Mus musculus"
"Vcan-Mus musculus","Vcan","Mus musculus"
"Vcp-Mus musculus","Vcp","Mus musculus"
"Vezt-Mus musculus","Vezt","Mus musculus"
"Vim-Mus musculus","Vim","Mus musculus"
"Vmn2r85-Mus musculus","Vmn2r85","Mus musculus"
"Vps11-Mus musculus","Vps11","Mus musculus"
"Vps13a-Mus musculus","Vps13a","Mus musculus"
"Vps13d-Mus musculus","Vps13d","Mus musculus"
"Vps16-Mus musculus","Vps16","Mus musculus"
"Vps18-Mus musculus","Vps18","Mus musculus"
"Vps35-Mus musculus","Vps35","Mus musculus"
"Vps45-Mus musculus","Vps45","Mus musculus"
"Vps51-Mus musculus","Vps51","Mus musculus"
"Vps52-Mus musculus","Vps52","Mus musculus"
"Vsnl1-Mus musculus","Vsnl1","Mus musculus"
"Vti1b-Mus musculus","Vti1b","Mus musculus"
"Wasf1-Mus musculus","Wasf1","Mus musculus"
"Wasf3-Mus musculus","Wasf3","Mus musculus"
"Wdr37-Mus musculus","Wdr37","Mus musculus"
"Wdr47-Mus musculus","Wdr47","Mus musculus"
"Wdr7-Mus musculus","Wdr7","Mus musculus"
"Wfs1-Mus musculus","Wfs1","Mus musculus"
"Wnk2-Mus musculus","Wnk2","Mus musculus"
"Xkr4-Mus musculus","Xkr4","Mus musculus"
"Xpo1-Mus musculus","Xpo1","Mus musculus"
"Xpr1-Mus musculus","Xpr1","Mus musculus"
"Ybx1-Mus musculus","Ybx1","Mus musculus"
"Ybx3-Mus musculus","Ybx3","Mus musculus"
"Yif1b-Mus musculus","Yif1b","Mus musculus"
"Ykt6-Mus musculus","Ykt6","Mus musculus"
"Ywhab-Mus musculus","Ywhab","Mus musculus"
"Ywhae-Mus musculus","Ywhae","Mus musculus"
"Ywhag-Mus musculus","Ywhag","Mus musculus"
"Ywhah-Mus musculus","Ywhah","Mus musculus"
"Ywhaq-Mus musculus","Ywhaq","Mus musculus"
"Ywhaz-Mus musculus","Ywhaz","Mus musculus"
"Zbed5-Mus musculus","Zbed5","Mus musculus"
"Zc2hc1a-Mus musculus","Zc2hc1a","Mus musculus"
"Zdhhc13-Mus musculus","Zdhhc13","Mus musculus"
"Zdhhc6-Mus musculus","Zdhhc6","Mus musculus"
"Zfp365-Mus musculus","Zfp365","Mus musculus"
"Zfp955a-Mus musculus","Zfp955a","Mus musculus"
"Zyg11b-Mus musculus","Zyg11b","Mus musculus"
